Cell_Type	TF/DNase/HM	Treatment	DeepSEA_auROC	DanQ_auROC	DanQ-JASPAR_auROC	ChromDL_auROC	DeepSEA_auPRC	DanQ_auPRC	DanQ-JASPAR_auPRC	ChromDL_auPRC
SK-N-SH_RA	p300	None	0.891925063	0.9021498795	0.9129219219	0.9248431589580783	0.2221561078	0.2482990118	0.2811973026	0.31125726971861567
SK-N-SH_RA	Rad21	None	0.958137666	0.9654464768	0.968358229	0.9711717432890989	0.544030423	0.583184878	0.5952788994	0.6051181457957493
SK-N-SH_RA	USF1	None	0.97806443	0.9803033507	0.9818530175	0.9857020984545455	0.3889709427	0.4281967261	0.4328321062	0.4753505610396437
SK-N-SH_RA	YY1	None	0.944735901	0.9526772207	0.9532393437	0.9644101426027991	0.3018505231	0.3336284479	0.3250784593	0.37317923399578845
SK-N-SH	Sin3Ak-20	None	0.946856187	0.9499456797	0.9516528677	0.9579979278279668	0.2881952312	0.2975122269	0.3020643052	0.3118366657777995
SK-N-SH	TAF1	None	0.968996752	0.9710532092	0.9740312141	0.9764334786748583	0.4096547227	0.4396124184	0.4493194084	0.44471309832688877
T-47D	CTCF	DMSO_0.02pct	0.987168417	0.989672474	0.9902873531	0.9914629573765534	0.6688819076	0.7066353615	0.7044341238	0.725453451834166
T-47D	ERalpha	BPA_100nM	0.895361686	0.8928562875	0.9318265709	0.95403260736759	0.0301599999	0.032850466	0.0631459576	0.142994078078359
T-47D	ERalpha	Genistein_100nM	0.877178508	0.8762248817	0.9077456616	0.938536910748979	0.0642349674	0.0756844733	0.1102756375	0.1861031847619693
T-47D	ERalpha	Estradiol_10nM	0.877228411	0.8769052904	0.9076118656	0.9388994129022212	0.0638402657	0.0757606477	0.1085298334	0.18721698535718578
T-47D	FOXA1	DMSO_0.02pct	0.91807632	0.9285201721	0.9350478333	0.9548277269709633	0.2447470384	0.286568245	0.3120955676	0.3710442620633045
T-47D	GATA3	DMSO_0.02pct	0.864564285	0.8705376135	0.879725744	0.9358369856377717	0.1495396195	0.1672782512	0.1855924799	0.3305258023692984
T-47D	p300	DMSO_0.02pct	0.882579323	0.9046639173	0.911042115	0.9371350684189418	0.100503896	0.1281163987	0.1416627291	0.19819367043181985
U87	NRSF	None	0.977759226	0.9751771461	0.9774293797	0.9845629090616916	0.3988980674	0.442989008	0.455183631	0.4763492315204023
U87	Pol2-4H8	None	0.916523037	0.9245304476	0.9254428519	0.9297394338905554	0.3458986732	0.3711992009	0.3731753762	0.3809086228750084
A549	BHLHE40	None	0.958361915	0.9628913734	0.9611578511	0.9672084579265379	0.1239080485	0.1620875684	0.1723714816	0.18441685186366194
A549	CEBPB	None	0.971565265	0.9744582046	0.9754643281	0.9798887177707718	0.4907546392	0.5156231971	0.5227081586	0.5668453658790368
A549	Max	None	0.970096237	0.9754088659	0.9747158017	0.9793536582309459	0.314981117	0.3529522611	0.3620171368	0.36685039419210164
A549	Pol2(phosphoS2)	None	0.663888085	0.6974486873	0.7123312742	0.713725956677925	0.0084924559	0.0106617549	0.0111984691	0.010816676343983169
A549	Rad21	None	0.988579197	0.9904369263	0.9907646878	0.9918894764833626	0.6365909802	0.6789528243	0.6875560307	0.6953734434266946
GM08714	ZNF274	None	0.972015609	0.9721406481	0.9778215127	0.9729577885730335	0.5178691056	0.577759454	0.5665969252	0.5640407446394078
GM10847	NFKB	TNFa	0.951498795	0.9528794929	0.9566706116	0.9674209671735277	0.1596064538	0.2030075943	0.2108233533	0.26521173234958484
GM10847	Pol2	None	0.991693325	0.9916603977	0.9909112535	0.9924521485546401	0.5294120967	0.5760412503	0.5761552344	0.5692753843682912
GM12878	BHLHE40	None	0.944348841	0.9490013827	0.9547896043	0.9624661782875559	0.2204954172	0.2329333001	0.2558359133	0.27674035417125054
GM12878	BRCA1	None	0.997287365	0.9976887085	0.9976343205	0.9996552704423528	0.0575293557	0.156831512	0.2086819655	0.7042366964960051
GM12878	c-Fos	None	0.988763616	0.9920844732	0.9918623898	0.9931776344918383	0.4086685815	0.4285958845	0.4554074146	0.44447956196894306
GM12878	CHD1	None	0.888391109	0.8925588265	0.8910353905	0.8941491299557588	0.0705529056	0.0776158379	0.0799401582	0.07785075470442099
GM12878	CHD2	None	0.942040607	0.9444981241	0.9499855718	0.954847025294042	0.2989824922	0.3265784711	0.3428206794	0.35753274957554093
GM12878	COREST	None	0.960820639	0.9698412098	0.9717532102	0.974000686493752	0.0523036476	0.079914393	0.0802887235	0.17986603384558716
GM12878	CTCF	None	0.979011087	0.9840308561	0.9850540848	0.986740369438404	0.5499689112	0.6069305147	0.6184375267	0.6313190446168737
GM12878	E2F4	None	0.970666767	0.9761846959	0.9745794096	0.9703699895520551	0.1961313594	0.2310114598	0.2186653604	0.2393194315444041
GM12878	EBF1	None	0.892538354	0.9266219751	0.9286584045	0.9415842144814013	0.187258841	0.2907553325	0.2965776912	0.35703548939204277
GM12878	ELK1	None	0.965664017	0.9674143397	0.9681504459	0.9723748426862028	0.404357562	0.4367006564	0.4321749902	0.44705247711448215
GM12878	IKZF1	None	0.923745016	0.9295752387	0.933616055	0.9415646426467904	0.1334705724	0.1471858172	0.1628663396	0.18783269472827843
GM12878	JunD	None	0.966194552	0.9719814817	0.9762383299	0.9852748722683674	0.1016885358	0.1198933822	0.1386802665	0.20316982771500042
GM12878	Max	None	0.957453008	0.9590169974	0.9617199005	0.9615303239555942	0.3424415077	0.3752422524	0.3767462842	0.3808920721243366
GM12878	MAZ	None	0.951987599	0.9550698848	0.958207404	0.95880328194741	0.4059345745	0.4359519567	0.4461413565	0.4397614776433465
GM12878	Mxi1	None	0.939281483	0.943380586	0.943988237	0.9463884733720236	0.3382483259	0.3680957645	0.3651069178	0.3804880038543051
GM12878	NF-E2	None	0.985723035	0.989221985	0.9898800254	0.9916934754221268	0.3453461211	0.432098025	0.4194995723	0.4503014175309423
GM12878	NFKB	TNFa	0.939836519	0.9410918647	0.9456719595	0.9559543485600237	0.2170273763	0.2397213541	0.2528069901	0.311285189033974
GM12878	NF-YA	None	0.987151504	0.9866589996	0.9895264832	0.9896810617456631	0.4052235139	0.4643453868	0.4839805224	0.48266765109480425
GM12878	NF-YB	None	0.953241064	0.9591166541	0.9602819436	0.9653085401093484	0.4111414119	0.4578999617	0.4542969165	0.4682052518801504
GM12878	Nrf1	None	0.987961857	0.991582287	0.990430398	0.9908132729229092	0.4514471688	0.5274658782	0.5167792949	0.5470262533349279
GM12878	p300	None	0.959971103	0.960545921	0.967295692	0.9732352223505831	0.149608807	0.1664059666	0.1941345453	0.22213641708872683
GM12878	p300	None	0.931861711	0.9306409618	0.9406473446	0.9469175998113841	0.2056752218	0.2142406298	0.2481324177	0.27619827180338363
GM12878	Pol2	None	0.919500854	0.9212813946	0.9208844573	0.9289923547353168	0.3834909452	0.4022568126	0.40810318	0.41229439163272597
GM12878	Pol2(phosphoS2)	None	0.924078021	0.9271725698	0.9249840707	0.9244292919558882	0.3403140703	0.37146931	0.3654875734	0.3551332282555413
GM12878	Pol2	None	0.96813096	0.9694441414	0.9692944746	0.969901836107205	0.4034917103	0.4309952899	0.4273513005	0.4152035131702483
GM12878	Pol3	None	0.942061887	0.9867335502	0.9623137445	0.9516208078765768	9.53E-005	0.0037484529	0.0001098919	0.004416424374909194
GM12878	Rad21	None	0.979247993	0.983166793	0.9844200608	0.9858146109127685	0.5944255049	0.6355415533	0.6446807255	0.6525559228927439
GM12878	RFX5	None	0.921216659	0.9336516692	0.9379358583	0.945717144069715	0.2088979125	0.2308818899	0.2460282498	0.23804922065051703
GM12878	SIN3A	None	0.950010504	0.9544582322	0.953165641	0.9556996862876621	0.3272046502	0.35371216	0.3473436429	0.35134216679168534
GM12878	SMC3	None	0.977133874	0.9792136824	0.9801736763	0.982406304346123	0.6669760629	0.6983036203	0.7045337821	0.711542542693047
GM12878	STAT1	None	0.925506337	0.9259664392	0.9330128638	0.9321152074620573	0.0622603416	0.057410479	0.0584752095	0.06046581903645075
GM12878	STAT3	None	0.911616503	0.919094302	0.922780706	0.9276834878897597	0.086468066	0.0961130876	0.095655996	0.11615394860779726
GM12878	TBLR1	None	0.927338626	0.9313030945	0.9372081571	0.943612730966007	0.1834184053	0.2023151467	0.2138062823	0.23854112078821096
GM12878	TBP	None	0.911404453	0.9132139835	0.917221013	0.9208444052567669	0.220134142	0.2360317734	0.2432075699	0.2439995074692845
GM12878	TR4	None	0.962338054	0.9663422149	0.9625883897	0.9658409926262523	0.1450253066	0.1442411779	0.1368235146	0.17238388946299069
GM12878	USF2	None	0.973089523	0.9763835216	0.9780786865	0.9805612374608856	0.324565079	0.3621034369	0.3733885519	0.38054187025468045
GM12878	WHIP	None	0.871817325	0.8803175014	0.8799191054	0.8866357024084142	0.1004774159	0.1191010557	0.1192643185	0.11959057420478446
GM12878	YY1	None	0.926697195	0.9331938847	0.9276689666	0.9578598951028425	0.0743555715	0.0891445487	0.0897463169	0.13831852180668924
GM12878	Znf143	None	0.982639769	0.9878181318	0.9884064521	0.9904623433552436	0.6167990015	0.668861718	0.669663005	0.6748022854921554
GM12878	ZNF274	None	0.706886447	0.7412895001	0.7656852358	0.7927099720003713	0.0018856182	0.0291676899	0.0269677594	0.05569789468853485
GM12878	ZZZ3	None	0.908275757	0.9318954798	0.9377596725	0.9442382430621641	0.0339956562	0.1252520171	0.0773120828	0.29669030195179463
GM12891	NFKB	TNFa	0.93821577	0.942286792	0.9481327735	0.9585031702030568	0.297770668	0.329406904	0.3553336475	0.41951290751850967
GM12891	Pol2	None	0.924227214	0.9282791878	0.925939815	0.9343659231818002	0.37161083	0.4011183169	0.3986571712	0.4044437283166513
GM12892	NFKB	TNFa	0.95623254	0.9577323395	0.9624050789	0.9705262446257449	0.1681099067	0.2130798946	0.227921733	0.27257399442266794
GM12892	Pol2	None	0.948067411	0.9498654293	0.9502086953	0.9526586189440329	0.4806571069	0.5040437053	0.5095692331	0.5058898514934658
GM15510	NFKB	TNFa	0.948288218	0.9527039123	0.9552836504	0.9607082481540649	0.2631774513	0.2896409651	0.3068732393	0.319811688136607
GM15510	Pol2	None	0.974398294	0.9746445937	0.9759299805	0.9753846282168689	0.593161713	0.6159501318	0.6218546852	0.6188168515134963
GM18505	NFKB	TNFa	0.943585332	0.9440786525	0.9482653621	0.96309784907375	0.1562811151	0.1955714226	0.2110601172	0.2723402114489671
GM18505	Pol2	None	0.93632009	0.9399577842	0.9397525117	0.9433577122357304	0.4406089736	0.4609616308	0.4619846299	0.4597842487826592
GM18526	NFKB	TNFa	0.958548139	0.9590482379	0.9669919686	0.9768088195664488	0.074905123	0.1082382796	0.1116057632	0.159443790629816
GM18526	Pol2	None	0.975301099	0.9756104858	0.9761219528	0.975850249023315	0.5479445821	0.5752779268	0.5781913692	0.5740367425499608
GM18951	NFKB	TNFa	0.941896065	0.9433104112	0.9506112343	0.9574712979980236	0.1982900321	0.2277260139	0.2434876616	0.2793425984784186
GM18951	Pol2	None	0.96602387	0.967690973	0.9678068719	0.9686983143754765	0.5959859467	0.6145268512	0.6168810033	0.6209547517391886
GM19099	NFKB	TNFa	0.959763371	0.9581351495	0.965568454	0.9759017561993829	0.1636351184	0.2022076714	0.2130808888	0.2829569119596737
GM19099	Pol2	None	0.948350092	0.9512310719	0.9506952167	0.9565590882458144	0.4737021424	0.5013811863	0.5020881638	0.5069388583801673
GM19193	NFKB	TNFa	0.967053845	0.9646108733	0.9711412081	0.981199275022015	0.1411869233	0.1892265809	0.197227612	0.26033008213098807
GM19193	Pol2	None	0.957867377	0.9596919733	0.959463632	0.9614420937122904	0.5155114851	0.5359780333	0.5360236388	0.547942862638155
H1-hESC	Bach1	None	0.952436603	0.955696693	0.9668872042	0.9746842165307218	0.2039066275	0.2371177632	0.2756690509	0.3152707855466431
H1-hESC	BRCA1	None	0.950789565	0.9523023422	0.9707970543	0.9766185215694728	0.0862294044	0.1131974161	0.1475533905	0.23207904805859886
H1-hESC	CEBPB	None	0.973389416	0.9805334329	0.9814236126	0.9872391948455811	0.3279828933	0.4360858677	0.4156381053	0.5192579730440811
H1-hESC	CHD1	None	0.94649488	0.9519094994	0.9496743383	0.9518198884428852	0.0598169768	0.0640012708	0.0524086532	0.046744558179302995
H1-hESC	CHD2	None	0.967552972	0.9730314159	0.9792090164	0.9841344602414328	0.2551693801	0.2795655476	0.2944515603	0.3460807046319221
H1-hESC	c-Jun	None	0.960741366	0.9718025676	0.9759024382	0.9857803442644985	0.0995249894	0.1970710245	0.2195003864	0.26977162836688634
H1-hESC	c-Myc	None	0.971816478	0.981301879	0.9813202619	0.9863939344970182	0.1766529477	0.2108506255	0.2230572683	0.29222908664983505
H1-hESC	CtBP2	None	0.950831481	0.9585541956	0.9625719547	0.9651485250674898	0.1522983817	0.1721467872	0.1792074016	0.19287285382028513
H1-hESC	GTF2F1	None	0.958486059	0.9660448994	0.9666544705	0.9741590709887885	0.2061245646	0.233855773	0.2262477328	0.23186309326718907
H1-hESC	JunD	None	0.949495575	0.963394935	0.9668638855	0.9765406746352102	0.2191328697	0.2781016907	0.2990592202	0.3539581304827064
H1-hESC	MafK	None	0.970228644	0.9685842845	0.9765850051	0.9860993331614885	0.3371714553	0.3588718885	0.3934315848	0.5204698187554535
H1-hESC	Max	None	0.946810238	0.9635798771	0.9664236995	0.9742181838700144	0.2344474848	0.2944497002	0.3094495485	0.34149362267795286
H1-hESC	Mxi1	None	0.968895137	0.975403812	0.9782577233	0.9826215821508284	0.218558087	0.2737178374	0.2802870509	0.3259369538374116
H1-hESC	Nrf1	None	0.99285262	0.9931634923	0.9925734017	0.9950259475055372	0.3950084296	0.4902688135	0.4564230619	0.5339370827092647
H1-hESC	Rad21	None	0.980032382	0.9838506649	0.985781192	0.9873131447358674	0.618603579	0.6559008123	0.6713280058	0.6828121367867592
H1-hESC	RFX5	None	0.8494893	0.8804005493	0.8925887033	0.9015501890952935	0.0285155969	0.0278858979	0.0359254058	0.03571155491380515
H1-hESC	SIN3A	None	0.94653831	0.9576579558	0.9603577545	0.964861300694206	0.3634725128	0.397430396	0.4068450576	0.40794909993841844
H1-hESC	SUZ12	None	0.977584734	0.9809174269	0.9830808211	0.9813760146451643	0.2515550019	0.2825105878	0.2867290899	0.2676243491644015
H1-hESC	TBP	None	0.957975186	0.9635167782	0.9653996297	0.9695131548890292	0.3928260042	0.4221970565	0.4209023557	0.4203800196511662
H1-hESC	USF2	None	0.983206523	0.9859779391	0.988311348	0.9898096775307851	0.3673398732	0.4279736785	0.447742214	0.49458211769913185
H1-hESC	Znf143	None	0.95304759	0.9628309618	0.9651070442	0.9724946393738783	0.5379671251	0.5998517928	0.6057938599	0.6376259886835803
HCT-116	Pol2	None	0.954535075	0.9553844795	0.9575439011	0.9605194985564558	0.4872009004	0.5096186544	0.5058050742	0.49449367255802323
HCT-116	TCF7L2	None	0.898262337	0.9110015747	0.915173472	0.9486826570520932	0.2236575237	0.2502711742	0.253583038	0.3206224420438453
HEK293	ELK4	None	0.896890814	0.8949537497	0.9060050672	0.9262748927144072	0.1974080417	0.1544068435	0.1667740292	0.14934345371255653
HEK293	KAP1	None	0.817216556	0.8387503714	0.8463625764	0.881526723153541	0.1122810792	0.1447726327	0.1482025248	0.2010018051419442
HEK293	Pol2	None	0.99142818	0.9935264042	0.9926183504	0.9932359598687707	0.5293071082	0.5733229236	0.5716214687	0.5637579253007022
HEK293	TCF7L2	None	0.86299402	0.8763973093	0.8943416215	0.9439898483623163	0.0695423682	0.0818942513	0.1012377408	0.21094655074642477
HEK293-T-REx	ZNF263	None	0.873951723	0.879532693	0.884966736	0.9535332866179336	0.2362858771	0.2456102544	0.2562754494	0.4428385808280061
HeLa-S3	AP-2alpha	None	0.901188029	0.9269345527	0.9319740321	0.9543270405422843	0.1953882299	0.2534146393	0.2657225957	0.33562149936612823
HeLa-S3	AP-2gamma	None	0.897349879	0.921372763	0.9266156025	0.9480181915409361	0.2296593833	0.2796171616	0.2925320269	0.3656169591586163
HeLa-S3	BAF155	None	0.909466684	0.9207932953	0.9240407605	0.932053168562374	0.1469075408	0.1725206361	0.1783457395	0.18543814281045645
HeLa-S3	BAF170	None	0.928472309	0.945188657	0.9458760826	0.947816281757959	0.0701424726	0.0977072651	0.1035375933	0.09589967662738351
HeLa-S3	BDP1	None	0.912300929	0.879690726	0.9181861875	0.96566467940364	0.0094745525	0.1091674489	0.0815463412	0.15447338610647568
HeLa-S3	BRCA1	None	0.944826433	0.9536617187	0.9526704473	0.9646154762534885	0.2264573908	0.2456885694	0.2550116687	0.26707798068350597
HeLa-S3	BRF1	None	0.830668202	0.6870009289	0.6706933004	0.9106072110918686	9.59E-005	0.0001540748	0.00016358	0.00020533617378048065
HeLa-S3	BRF2	None	0.795259425	0.8319303906	0.8180800334	0.8281058279319253	0.005320839	0.1182812848	0.1172239833	0.05190792863167906
HeLa-S3	Brg1	None	0.89154856	0.9069980404	0.9169661803	0.9068133282774806	0.0223766101	0.0308726575	0.040570769	0.017805872912307126
HeLa-S3	CEBPB	None	0.935635239	0.9405004934	0.9433734235	0.9528182042665457	0.3849546469	0.3999277787	0.4104757414	0.45337177826306807
HeLa-S3	c-Fos	None	0.974039806	0.9778544571	0.9786975768	0.984378790539688	0.2478384611	0.2577592611	0.2787892846	0.3105665386993737
HeLa-S3	CHD2	None	0.94516379	0.9507745807	0.9511260493	0.9602061786632523	0.3774504352	0.3995431913	0.4075236312	0.42366091048414656
HeLa-S3	c-Jun	None	0.94977116	0.9561553047	0.9597024501	0.9683718061475854	0.3220448462	0.3388049903	0.3573777223	0.39892849807719466
HeLa-S3	c-Myc	None	0.954464015	0.9608111732	0.9611966987	0.9691685058239995	0.2359868261	0.24782928	0.2622125745	0.266698077681484
HeLa-S3	COREST	None	0.915107288	0.928832674	0.9288165306	0.94360922492331	0.2240310212	0.2486062498	0.2548511962	0.28025934125720936
HeLa-S3	E2F1	None	0.986673104	0.9875975824	0.9866971326	0.9854325746144251	0.272889854	0.3112027095	0.3015962517	0.2792340467682518
HeLa-S3	E2F4	None	0.969831507	0.9703142406	0.9722014953	0.9724370973061051	0.1976883321	0.2348903387	0.2328930004	0.22415486034139862
HeLa-S3	E2F6	None	0.971110759	0.9749493103	0.9744898384	0.9757829671243842	0.2399004288	0.2669190721	0.2652919273	0.26062193369408837
HeLa-S3	ELK1	None	0.974264398	0.9749144223	0.9736699672	0.9775544794625994	0.4202237625	0.4584158778	0.4520580034	0.4597678703685217
HeLa-S3	ELK4	None	0.962083008	0.9674286083	0.9695528218	0.9771064282535309	0.3619190558	0.3972915702	0.3928203531	0.4287994944461318
HeLa-S3	GTF2F1	None	0.931200033	0.9375029287	0.9387117497	0.9462650027171287	0.2413487483	0.2689824211	0.2778446738	0.2741782561334608
HeLa-S3	HA-E2F1	None	0.991011533	0.9916110075	0.99149024	0.991329061234395	0.4120700807	0.4408273312	0.4349266868	0.41610416091565106
HeLa-S3	Ini1	None	0.958058206	0.9625434899	0.9632401843	0.9633023469080833	0.1784875906	0.187617239	0.1969136863	0.19250683789573464
HeLa-S3	IRF3	None	0.986984377	0.983817243	0.9869970768	0.9839438176781675	0.4166262817	0.4673161223	0.4976733192	0.4527846533141277
HeLa-S3	JunD	None	0.949783336	0.9560160487	0.958135165	0.9652813386082684	0.362784171	0.3801997563	0.3899905513	0.42512471558953047
HeLa-S3	MafK	None	0.951266053	0.9526659241	0.959055364	0.9718710123425569	0.2592272543	0.2798526369	0.3010974693	0.4003329972795777
HeLa-S3	Max	None	0.92969034	0.9370059885	0.9390643021	0.9491022414102112	0.3546265004	0.3820506926	0.3852923451	0.40120230249537714
HeLa-S3	MAZ	None	0.966530426	0.9695434968	0.9703262557	0.9719110078147271	0.3944165364	0.4315522067	0.4341364676	0.4330426171829518
HeLa-S3	Mxi1	None	0.948104524	0.9533207297	0.9527708544	0.9568398407512619	0.309183947	0.323208362	0.3298965037	0.32723623684852915
HeLa-S3	NF-YA	None	0.968547009	0.9766898594	0.9736352702	0.9773865875971693	0.3366022903	0.3960821361	0.3949417919	0.3986604737735908
HeLa-S3	NF-YB	None	0.948726249	0.9580801086	0.9568413776	0.9650227776561138	0.2714319967	0.3304008651	0.3282461398	0.3401700262193963
HeLa-S3	Nrf1	None	0.973955704	0.981810786	0.9806218411	0.9862308100280807	0.3810707518	0.4551814844	0.4251546696	0.4826226435678165
HeLa-S3	p300	None	0.923274474	0.9302815085	0.9348039858	0.9509283987431199	0.2616118609	0.2723041643	0.2862550101	0.3363990222841833
HeLa-S3	Pol2(phosphoS2)	None	0.909935156	0.9155228438	0.9135328863	0.9119746746586124	0.325006685	0.3394661258	0.3417708888	0.3368445164362474
HeLa-S3	Pol2	None	0.956122846	0.9590446908	0.959385817	0.9600627547937547	0.5721778278	0.5850735079	0.5850981598	0.56996384195211
HeLa-S3	PRDM1	None	0.897594092	0.9083897188	0.913207362	0.9311885536471445	0.0424886299	0.045772289	0.0504819558	0.0623650927252944
HeLa-S3	Rad21	None	0.961280216	0.9687175471	0.9707852674	0.9746057450395297	0.5203020501	0.5594103565	0.5683609622	0.5798165571008106
HeLa-S3	RFX5	None	0.921993905	0.9320719804	0.9341306033	0.9439578799929436	0.2559404092	0.2852672282	0.2904865125	0.2875886405686534
HeLa-S3	RPC155	None	0.919073389	0.9313112855	0.9294428216	0.9468980289323868	0.0588460459	0.0950581068	0.0818821504	0.13569739478100784
HeLa-S3	SMC3	None	0.961740521	0.9669931679	0.9676377844	0.9723696838309853	0.4864425364	0.5227354475	0.5303914104	0.5384769295294441
HeLa-S3	SPT20	None	0.78394455	0.8192629955	0.8127455621	0.8495170897211419	0.0045635432	0.0063629451	0.0061069594	0.010411215165614487
HeLa-S3	STAT1	IFNg30	0.877472064	0.9093234244	0.9082345261	0.9307937313771828	0.1621918041	0.2229388261	0.2264478323	0.2761853169683814
HeLa-S3	STAT3	None	0.933638563	0.9413763581	0.9465774773	0.959851306807517	0.2136359571	0.2294738713	0.2529158304	0.2992892825398554
HeLa-S3	TBP	None	0.912152882	0.9182497412	0.9177700983	0.9320731126736931	0.2625939294	0.2774108834	0.2810150516	0.29030238064251157
HeLa-S3	TCF7L2	None	0.867147037	0.883335318	0.8917520706	0.9276711447758216	0.1833404396	0.2046307928	0.2157033965	0.2801693245460899
HeLa-S3	TCF7L2	None	0.869614462	0.8870918371	0.901551719	0.9520986244575658	0.045142588	0.0584390038	0.0661823286	0.1671308739361226
HeLa-S3	TFIIIC-110	None	0.935291396	0.9476630186	0.9446612627	0.958159116022219	0.0729402765	0.1080520618	0.0818851604	0.13952018214215134
HeLa-S3	TR4	None	0.890227568	0.9092524968	0.9025962101	0.9135355906990104	0.0521923309	0.0688820667	0.0593948777	0.08109599808566703
HeLa-S3	USF2	None	0.954394551	0.9582009681	0.9607987869	0.9655083944203794	0.2730430987	0.3010503702	0.2984258478	0.3347249743894855
HeLa-S3	ZKSCAN1	None	0.907010836	0.9167770384	0.9129832835	0.9387463713184174	0.0991556084	0.1050017082	0.1096700619	0.13913757464307994
HeLa-S3	Znf143	None	0.960100483	0.9700917501	0.9694252119	0.9752137654032247	0.3090620603	0.3768008847	0.3852099035	0.39830739235731244
HeLa-S3	ZNF274	None	0.904008615	0.9488066459	0.9781635972	0.7595608434794074	0.0001826966	8.07E-005	0.000204328	0.00021059124025510142
HeLa-S3	ZZZ3	None	0.8552139	0.8719412281	0.8711216823	0.933912307545357	0.0101903224	0.0192317255	0.0128659213	0.10109815012235002
HepG2	ARID3A	None	0.924680304	0.9325557575	0.9445739383	0.9520623043752476	0.1553355656	0.1954110073	0.2315842094	0.2595070194426738
HepG2	BHLHE40	None	0.950947837	0.9575306497	0.9614360817	0.9687476299391335	0.2236230141	0.2507381381	0.2731908416	0.2977863385360905
HepG2	BRCA1	None	0.98621887	0.9834149093	0.9821357613	0.9944954989940806	0.1195390146	0.176534914	0.2390467951	0.39261910463083954
HepG2	CEBPB	forskolin	0.972425369	0.9762431589	0.9800007912	0.9850265012605355	0.3135871968	0.3492247828	0.3732403215	0.41097828801135927
HepG2	CEBPB	None	0.977058861	0.9786490304	0.9809749382	0.9855866036639374	0.5495075473	0.578317969	0.5878052903	0.6329816769843277
HepG2	CHD2	None	0.970338458	0.9744224356	0.9784246314	0.9863195568513432	0.1695735024	0.1735097977	0.2059582571	0.3159477740325828
HepG2	c-Jun	None	0.971476918	0.978725691	0.9807135168	0.9862954649855743	0.2930106352	0.3534419384	0.3690516234	0.42541059355258826
HepG2	COREST	None	0.954514827	0.9627896881	0.9639717809	0.9696635556698959	0.124740978	0.1428501679	0.1508492291	0.19637832083358608
HepG2	ERRA	forskolin	0.974446616	0.9721820137	0.97969149	0.9825323477016652	0.0444135007	0.0442407683	0.068160706	0.10283497360045765
HepG2	GRp20	forskolin	0.995746624	0.9882704964	0.993490472	0.9954275260438642	0.1770628196	0.1694147823	0.2143978799	0.24291588561562022
HepG2	HNF4A	forskolin	0.96533547	0.9751489054	0.9753982569	0.9818815020134269	0.2164925704	0.2736733855	0.2877306303	0.35438994925355816
HepG2	HSF1	forskolin	0.938378268	0.9546673366	0.9499338908	0.9588267492869438	0.0276789242	0.117965213	0.0977432533	0.12576701893942024
HepG2	IRF3	None	0.96252579	0.9796253831	0.9587462474	0.9812766332206745	0.3505723485	0.3833801114	0.3960797435	0.417035952503395
HepG2	JunD	None	0.971357556	0.9789559287	0.9794703069	0.9857000496413266	0.4572702957	0.5635122092	0.557782156	0.627488176691435
HepG2	MafF	None	0.97621061	0.9741433897	0.9786240681	0.9880308737217097	0.5173007103	0.5210778447	0.557013944	0.6433556952679158
HepG2	MafK	None	0.982220392	0.976950271	0.9821081632	0.9926816765862472	0.6808233258	0.674506345	0.7166454229	0.8150304124183488
HepG2	MafK	None	0.978928306	0.9735920633	0.9799804596	0.9901055874281283	0.5427906177	0.5361386285	0.5857222781	0.6989215768518076
HepG2	Max	None	0.97537436	0.9787578082	0.9803796961	0.9839583404697473	0.3376552104	0.3670900728	0.3815914646	0.38389817766918954
HepG2	MAZ	None	0.9755044	0.9781791257	0.9797186692	0.9807123546470442	0.3761549076	0.4058252686	0.4155539509	0.41035079647215367
HepG2	Mxi1	None	0.962458524	0.9677889048	0.9716621836	0.9739396484323894	0.409133848	0.4384522371	0.459995062	0.45200775841850227
HepG2	Nrf1	None	0.993560086	0.9891206806	0.99520519	0.9972420381276318	0.3687796018	0.5115930905	0.460824168	0.5369752624402289
HepG2	p300	None	0.947080433	0.956166629	0.9602072781	0.9672215256083845	0.1131163299	0.142860189	0.1592406137	0.197837646966239
HepG2	PGC1A	forskolin	0.923869356	0.9326227878	0.9379826192	0.9380091052175139	0.0179598406	0.0405256663	0.0311145453	0.033399370367127396
HepG2	Pol2	forskolin	0.958010755	0.9615836602	0.9621819668	0.9628327000656693	0.4003811875	0.4238001228	0.4293972451	0.41597161079098954
HepG2	Pol2	None	0.940325898	0.9453190288	0.9511087619	0.954025552784233	0.4018628553	0.4260174661	0.4359467563	0.4329405648146525
HepG2	Pol2(phosphoS2)	None	0.844868067	0.8581569071	0.8627773289	0.8615472876548212	0.0774637746	0.08102546	0.080839601	0.08782487867727055
HepG2	Rad21	None	0.981928132	0.9854983477	0.9869685849	0.988067666591918	0.5838942442	0.6189287455	0.629192897	0.6383431044417132
HepG2	RFX5	None	0.897626983	0.9127508282	0.9194211039	0.9436682701133566	0.2368650033	0.2450791488	0.2675597859	0.24137896238624781
HepG2	SMC3	None	0.97976786	0.9836429365	0.9854432516	0.9866906436701041	0.5949143371	0.6250749104	0.634544185	0.6432408488359195
HepG2	SREBP1	NA	0.980876577	0.9831756594	0.9866502313	0.9884713797855433	0.1769249135	0.1935396233	0.2305351255	0.2616497083525415
